,code,name,nameshort
511,AVNT,Avient Corp,Avient
512,ARM,Arm Holdings PLC,Arm Holdings
513,APG,APi Group Corp,APi Group
514,AAON,Aaon Inc,Aaon
515,HKD,AMTD Digital Inc,AMTD Digital
516,AAME,Atlantic American Corp,Atlantic American
517,ASH,Ashland Inc,Ashland
518,ATIP,ATI Physical Therapy Inc,ATI Physical Therapy
519,AMIX,Autonomix Medical Inc,Autonomix Medical
520,ARL,American Realty Investors Inc,American Realty Investors
521,ALIT,Alight Inc,Alight
522,ALC,Alcon AG,Alcon AG
523,ARRY,Array Technologies Inc,Array Technologies
524,ABCB,Ameris Bancorp,Ameris Bancorp
525,ACAD,ACADIA Pharmaceuticals Inc,ACADIA Pharmaceuticals
526,AHH,Armada Hoffler Properties Inc,Armada Hoffler Properties
527,JG,Aurora Mobile Ltd,Aurora Mobile
528,ARIS,Aris Water Solutions Inc,Aris Water Solutions
529,AZTA,Azenta Inc,Azenta
530,ASTE,Astec Industries Inc,Astec Industries
531,ATRC,AtriCure Inc,AtriCure
532,AVNW,Aviat Networks Inc,Aviat Networks
533,ALTG,Alta Equipment Group Inc,Alta Equipment Group
534,ACB,Aurora Cannabis Inc,Aurora Cannabis
535,AMSC,American Superconductor Corp,American Superconductor
536,ACST,Acasti Pharma Inc,Acasti Pharma
537,ADC,Agree Realty Corp,Agree Realty
538,AP,Ampco-Pittsburgh Corp,Ampco-Pittsburgh
539,ACLX,Arcellx Inc,Arcellx
540,ALGS,Aligos Therapeutics Inc,Aligos Therapeutics
541,SPRY,ARS Pharmaceuticals Inc,ARS Pharmaceuticals
542,ARBB,ARB IOT Group Ltd,ARB IOT Group
543,AMWL,American Well Corp,American Well
544,AMLI,American Lithium Corp,American Lithium
545,ABLV,Able View Global Inc,Able View Global
546,PINE,Alpine Income Property Trust Inc,Alpineome Property Trust
547,ACIU,AC Immune SA,AC Immune
548,ANTX,AN2 Therapeutics Inc,AN2 Therapeutics
549,ARCT,Arcturus Therapeutics Holdings Inc,Arcturus Therapeutics Holdings
550,ASND,Ascendis Pharma A/S,Ascendis Pharma A/S
551,IONM,Assure Holdings Corp,Assure Holdings
552,AKTS,Akoustis Technologies Inc,Akoustis Technologies
553,ALLT,Allot Ltd,Allot
554,AUUD,Auddia Inc,Auddia
555,GOLF,Acushnet Holdings Corp,Acushnet Holdings
556,ATPC,Agape ATP Corp,Agape ATP
557,ADTH,AdTheorent Holding Company Inc,AdTheorent Holdingmpany
558,ADN,Advent Technologies Holdings Inc,Advent Technologies Holdings
559,ADAP,Adaptimmune Therapeutics PLC,Adaptimmune Therapeutics
560,CYTO,Altamira Therapeutics Ltd,Altamira Therapeutics
561,APLD,Applied Digital Corp,Applied Digital
562,ATMU,Atmus Filtration Technologies Inc,Atmus Filtration Technologies
563,AGFY,Agrify Corp,Agrify
564,ARVN,Arvinas Inc,Arvinas
565,ALDX,Aldeyra Therapeutics Inc,Aldeyra Therapeutics
566,ACA,Arcosa Inc,Arcosa
567,ASPN,Aspen Aerogels Inc,Aspen Aerogels
568,GOOGL,Alphabet Inc,Alphabet
569,ABIO,ARCA Biopharma Inc,ARCA Biopharma
570,AVTX,Avalo Therapeutics Inc,Avalo Therapeutics
571,ABL,Abacus Life Inc,Abacus Life
572,APLS,Apellis Pharmaceuticals Inc,Apellis Pharmaceuticals
573,AOGO,Arogo Capital Acquisition Corp,Arogo Capital Acquisition
574,ATXS,Astria Therapeutics Inc,Astria Therapeutics
575,ATEC,Alphatec Holdings Inc,Alphatec Holdings
576,ASML,ASML Holding NV,ASML Holding
577,ANIP,ANI Pharmaceuticals Inc,ANI Pharmaceuticals
578,ASPS,Altisource Portfolio Solutions SA,Altisource Portfolio Solutions
579,RKDA,Arcadia Biosciences Inc,Arcadia Biosciences
580,ALEC,Alector Inc,Alector
581,ALNT,Allient Inc,Allient
582,ATRI,Atrion Corp,Atrion
583,ALCY,Alchemy Investments Acquisition Corp 1,Alchemy Investments Acquisition 1
584,AEO,American Eagle Outfitters Inc,American Eagle Outfitters
585,ARCC,Ares Capital Corp,Ares Capital
586,AGX,Argan Inc,Argan
587,AKAN,Akanda Corp,Akanda
588,APYX,Apyx Medical Corp,Apyx Medical
589,ALNY,Alnylam Pharmaceuticals Inc,Alnylam Pharmaceuticals
590,ABAT,American Battery Technology Co,American Battery Technology
591,AWRE,Aware Inc,Aware
592,ALVR,Allovir Inc,Allovir
593,AONC,American Oncology Network Inc,American Oncology Network
594,AITR,AI Transportation Acquisition Corp,AI Transportation Acquisition
595,ALBT,Avalon Globocare Corp,Avalon Globocare
596,ACXP,Acurx Pharmaceuticals Inc,Acurx Pharmaceuticals
597,AMTD,AMTD IDEA Group,AMTD IDEA Group
598,ARC,ARC Document Solutions Inc,ARC Document Solutions
599,APD,Air Products and Chemicals Inc,Air Products and Chemicals
600,AENT,Alliance Entertainment Holding Corp,Alliance Entertainment Holding
601,AROW,Arrow Financial Corp,Arrow Financial
602,AACT,Ares Acquisition Corporation II,Ares Acquisitionoration II
603,SLRN,ACELYRIN Inc,ACELYRIN
604,AMPS,Altus Power Inc,Altus Power
605,AFL,Aflac Inc,Aflac
606,AGMH,AGM Group Holdings Inc,AGM Group Holdings
607,BWIN,Baldwin Insurance Group Inc,Baldwin Insurance Group
608,BRFH,Barfresh Food Group Inc,Barfresh Food Group
609,BUJAU,Bukit Jalil Global Acquisition 1 Ltd,Bukit Jalil Global Acquisition 1
610,BWLP,BW LPG Ltd,BW LPG
611,BXMT,Blackstone Mortgage Trust Inc,Blackstone Mortgage Trust
612,BA,Boeing Co,Boeing
613,BECN,Beacon Roofing Supply Inc,Beacon Roofing Supply
614,OWL,Blue Owl Capital Inc,Blue Owl Capital
615,BBU,Brookfield Business Partners LP,Brookfield Business Partners LP
616,BWBBP,Bridgewater Bancshares Inc,Bridgewater Bancshares
617,BHFAM,Brighthouse Financial Inc,Brighthouse Financial
618,BP,BP PLC,BP
619,BLBX,Blackboxstocks Inc,Blackboxstocks
620,TCPC,BlackRock TCP Capital Corp,BlackRock TCP Capital
621,BERY,Berry Global Group Inc,Berry Global Group
622,BAER,Bridger Aerospace Group Holdings Inc,Bridger Aerospace Group Holdings
623,BSBK,Bogota Financial Corp,Bogota Financial
624,NTB,Bank of NT Butterfield & Son Ltd,Bank of NT Butterfield & Son
625,BOLD,Boundless Bio Inc,Boundless Bio
626,BOW,Bowhead Specialty Holdings Inc,Bowhead Specialty Holdings
627,BHP,BHP Group Ltd,BHP Group
628,BHFAO,Brighthouse Financial Inc,Brighthouse Financial
629,BBDO,Banco Bradesco SA,Banco Bradesco
630,BCBP,BCB Bancorp Inc,BCB Bancorp
631,BTMD,Biote Corp,Biote
632,BKHA,Black Hawk Acquisition Corp,Black Hawk Acquisition
633,BPTH,Bio Path Holdings Inc,Bio Path Holdings
634,BRAC,Broad Capital Acquisition Corp,Broad Capital Acquisition
635,BRTX,BioRestorative Therapies Inc,BioRestorative Therapies
636,RTC,Baijiayun Group Ltd,Baijiayun Group
637,FUFU,BitFuFu Inc,BitFuFu
638,TBBB,Bbb Foods Inc,Bbb Foods
639,BSAC,Banco Santander-Chile,Banco Santander-Chile
640,BKHAU,Black Hawk Acquisition Corp,Black Hawk Acquisition
641,BRC,Brady Corp,Brady
642,BNR,Burning Rock Biotech Ltd,Burning Rock Biotech
643,BNAI,Brand Engagement Network Inc,Brand Engagement Network
644,BEAM,Beam Therapeutics Inc,Beam Therapeutics
645,BRT,BRT Apartments Corp,BRT Apartments
646,BRLS,Borealis Foods Inc,Borealis Foods
647,BOH,Bank of Hawaii Corp,Bank of Hawaii
648,BYND,Beyond Meat Inc,Beyond Meat
649,BRAG,Bragg Gaming Group Inc,Bragg Gaming Group
650,BARK,Bark Inc,Bark
651,BSIG,Brightsphere Investment Group Inc,Brightsphere Investment Group
652,BANC,Banc of California Inc,Banc of California
653,BKU,BankUnited Inc,BankUnited
654,BBY,Best Buy Co Inc,Best Buy
655,BCG,Binah Capital Group Inc,Binah Capital Group
656,BGFV,Big 5 Sporting Goods Corp,Big 5 Sporting Goods
657,BYFC,Broadway Financial Corp,Broadway Financial
658,CIB,Bancolombia SA,Bancolombia
659,BTM,Bitcoin Depot Inc,Bitcoin Depot
660,BXSL,Blackstone Secured Lending Fund,Blackstone Secured Lending Fund
661,BODI,Beachbody Company Inc,Beachbodympany
662,BSM,Black Stone Minerals LP,Black Stone Minerals LP
663,SAN,Banco Santander SA,Banco Santander
664,BGLC,BioNexus Gene Lab Corp,BioNexus Gene Lab
665,BCE,BCE Inc,BCE
666,BRKHU,BurTech Acquisition Corp,BurTech Acquisition
667,BTCY,Biotricity Inc,Biotricity
668,BBDC,Barings BDC Inc,Barings BDC
669,BCSF,Bain Capital Specialty Finance Inc,Bain Capital Specialty Finance
670,BFRI,Biofrontera Inc,Biofrontera
671,BCLI,Brainstorm Cell Therapeutics Inc,Brainstorm Cell Therapeutics
672,BBAR,Banco Bbva Argentina SA,Banco Bbva Argentina
673,BKE,Buckle Inc,Buckle
674,BWAQ,Blue World Acquisition Corp,Blue World Acquisition
675,BOCN,Blue Ocean Acquisition Corp,Blue Ocean Acquisition
676,SAM,Boston Beer Company Inc,Boston Beermpany
677,BOWNU,Bowen Acquisition Corp,Bowen Acquisition
678,BOKF,BOK Financial Corp,BOK Financial
679,BLMN,Bloomin' Brands Inc,Bloomin' Brands
680,BF.A,Brown-Forman Corp,Brown-Forman
681,BWXT,BWX Technologies Inc,BWX Technologies
682,BIPC,Brookfield Infrastructure Corp,Brookfield Infrastructure
683,BHLB,Berkshire Hills Bancorp Inc,Berkshire Hills Bancorp
684,BRACU,Broad Capital Acquisition Corp,Broad Capital Acquisition
685,TBBK,Bancorp Inc,Bancorp
686,BIP,Brookfield Infrastructure Partners LP,Brookfield Infrastructure Partners LP
687,OZK,Bank Ozk,Bank Ozk
688,BURL,Burlington Stores Inc,Burlington Stores
689,BTE,Baytex Energy Corp,Baytex Energy
690,BH,Biglari Holdings Inc,Biglari Holdings
691,BYNOU,Bynordic Acquisition Corp,Bynordic Acquisition
692,BAH,Booz Allen Hamilton Holding Corp,Booz Allen Hamilton Holding
693,TECH,Bio-Techne Corp,Bio-Techne
694,BL,Blackline Inc,Blackline
695,BYD,Boyd Gaming Corp,Boyd Gaming
696,BAYA,Bayview Acquisition Corp,Bayview Acquisition
697,BRKL,Brookline Bancorp Inc,Brookline Bancorp
698,AVGO,Broadcom Inc,Broadcom
699,BLACU,Bellevue Life Sciences Acquisition Corp,Bellevue Life Sciences Acquisition
700,BOCNU,Blue Ocean Acquisition Corp,Blue Ocean Acquisition
701,SBS,Basic Sanitation Company of the State of Sao Paulo SABESP,Basic Sanitationmpany of the State of Sao PauloBESP
702,BMY,Bristol-Myers Squibb Co,Bristol-Myers Squibb
703,BCC,Boise Cascade Co,Boise Cascade
704,BFAC.U,Battery Future Acquisition Corp,Battery Future Acquisition
705,BDC,Belden Inc,Belden
706,BNRE.A,Brookfield Reinsurance Ltd,Brookfield Reinsurance
707,BFH,Bread Financial Holdings Inc,Bread Financial Holdings
708,BKNG,Booking Holdings Inc,Booking Holdings
709,BOXL,Boxlight Corp,Boxlight
710,BOX,Box Inc,Box
711,BIO.B,Bio Rad Laboratories Inc,Bio Rad Laboratories
712,BCO,Brinks Co,Brinks
713,BDN,Brandywine Realty Trust,Brandywine Realty Trust
714,BBAI,BigBear.ai Holdings Inc,BigBear.ai Holdings
715,BRX,Brixmor Property Group Inc,Brixmor Property Group
716,BEPC,Brookfield Renewable Corp,Brookfield Renewable
717,BAC,Bank of America Corp,Bank of America
718,BKDT,Brookdale Senior Living Inc,Brookdale Senior Living
719,OBDE,Blue Owl Capital Corporation III,Blue Owl Capitaloration III
720,BWAQU,Blue World Acquisition Corp,Blue World Acquisition
721,BHR,Braemar Hotels & Resorts Inc,Braemar Hotels & Resorts
722,BRY,Berry Corporation (Bry),Berryoration (Bry)
723,BRKH,BurTech Acquisition Corp,BurTech Acquisition
724,BOF,BranchOut Food Inc,BranchOut Food
725,BANF,BancFirst Corp,BancFirst
726,BYU,BAIYU Holdings Inc,BAIYU Holdings
727,BCSAU,Blockchain Coinvestors Acquisition Corp I,Blockchaininvestors Acquisition I
728,BLEUU,Bleuacacia Ltd,Bleuacacia
729,BRDG,Bridge Investment Group Holdings Inc,Bridge Investment Group Holdings
730,BBW,Build-A-Bear Workshop Inc,Build-A-Bear Workshop
731,BLDR,Builders FirstSource Inc,Builders FirstSource
732,BLEU,Bleuacacia Ltd,Bleuacacia
733,BNTX,Biontech SE,Biontech
734,BBWI,Bath & Body Works Inc,Bath & Body Works
735,BWMX,Betterware de Mexico SAPI de CV,Betterware de MexicoPI de CV
736,LND,BrasilAgro Brazilian Agricultural Real Estate Co,BrasilAgro Brazilian Agricultural Real Estate
737,BV,Brightview Holdings Inc,Brightview Holdings
738,BGS,B&G Foods Inc,B&G Foods
739,BHVN,Biohaven Ltd,Biohaven
740,BPYPP,Brookfield Property Partners LP,Brookfield Property Partners LP
741,BPYPO,Brookfield Property Partners LP,Brookfield Property Partners LP
742,BB,BlackBerry Ltd,BlackBerry
743,XAIR,Beyond Air Inc,Beyond Air
744,BH.A,Biglari Holdings Inc,Biglari Holdings
745,BCAN,BYND Cannasoft Enterprises Inc,BYND Cannasoft Enterprises
746,BKYI,BIO-Key International Inc,BIO-Key International
747,BAFN,Bayfirst Financial Corp,Bayfirst Financial
748,BHIL,Benson Hill Inc,Benson Hill
749,BITF,Bitfarms Ltd,Bitfarms
750,BSY,Bentley Systems Inc,Bentley Systems
751,BR,Broadridge Financial Solutions Inc,Broadridge Financial Solutions
752,BXC,Bluelinx Holdings Inc,Bluelinx Holdings
753,BIOR,Biora Therapeutics Inc,Biora Therapeutics
754,BIRK,Birkenstock Holding PLC,Birkenstock Holding
755,BELFB,Bel Fuse Inc,Bel Fuse
756,BIO,Bio Rad Laboratories Inc,Bio Rad Laboratories
757,BEP,Brookfield Renewable Partners LP,Brookfield Renewable Partners LP
758,BIOX,Bioceres Crop Solutions Corp,Bioceres Crop Solutions
759,BOTJ,Bank of the James,Bank of the James
760,BLCO,Bausch + Lomb Corp,Bausch + Lomb
761,BWAY,Brainsway Ltd,Brainsway
762,B,Barnes Group Inc,Barnes Group
763,RILYL,B Riley Financial Inc,B Riley Financial
764,RILY,B Riley Financial Inc,B Riley Financial
765,RILYP,B Riley Financial Inc,B Riley Financial
766,BALL,Ball Corp,Ball
767,BLBD,Blue Bird Corp,Blue Bird
768,BLFY,Blue Foundry Bancorp,Blue Foundry Bancorp
769,BILL,BILL Holdings Inc,BILL Holdings
770,DOOO,BRP Inc,BRP
771,BOC,Boston Omaha Corp,Boston Omaha
772,BLFS,BioLife Solutions Inc,BioLife Solutions
773,BGXX,Bright Green Corp,Bright Green
774,BWEN,Broadwind Inc,Broadwind
775,BYRN,Byrna Technologies Inc,Byrna Technologies
776,BRKR,Bruker Corp,Bruker
777,BELFA,Bel Fuse Inc,Bel Fuse
778,BAK,Braskem SA,Braskem
779,BFAM,Bright Horizons Family Solutions Inc,Bright Horizons Family Solutions
780,BLAC,Bellevue Life Sciences Acquisition Corp,Bellevue Life Sciences Acquisition
781,BW,Babcock & Wilcox Enterprises Inc,Babcock & Wilcox Enterprises
782,BDRX,Biodexa Pharmaceuticals PLC,Biodexa Pharmaceuticals
783,BTBT,Bit Digital Inc,Bit Digital
784,BMEA,Biomea Fusion Inc,Biomea Fusion
785,BEDU,Bright Scholar Education Holdings Ltd,Bright Scholar Education Holdings
786,BWMN,Bowman Consulting Group Ltd,Bowmannsulting Group
787,BTBD,Bt Brands Inc,Bt Brands
788,BEST,BEST Inc,BEST
789,SQ,Block Inc,Block
790,BIDU,Baidu Inc,Baidu
791,VTOL,Bristow Group Inc,Bristow Group
792,BYON,Beyond Inc,Beyond
793,BMRC,Bank of Marin Bancorp,Bank of Marin Bancorp
794,BRK.A,Berkshire Hathaway Inc,Berkshire Hathaway
795,BTAI,BioXcel Therapeutics Inc,BioXcel Therapeutics
796,BRK.B,Berkshire Hathaway Inc,Berkshire Hathaway
797,GOLD,Barrick Gold Corp,Barrick Gold
798,BCOV,Brightcove Inc,Brightcove
799,BTI,British American Tobacco plc,British American Tobacco
800,BVS,Bioventus Inc,Bioventus
801,BHC,Bausch Health Companies Inc,Bausch Healthmpanies
802,BGSF,BGSF Inc,BGSF
803,BRFS,BRF SA,BRF
804,BZH,Beazer Homes USA Inc,Beazer Homes USA
805,BMRN,Biomarin Pharmaceutical Inc,Biomarin Pharmaceutical
806,BNOX,Bionomics Ltd,Bionomics
807,BCDA,BioCardia Inc,BioCardia
808,BIOL,BIOLASE Inc,BIOLASE
809,BKD,Brookdale Senior Living Inc,Brookdale Senior Living
810,BKH,Black Hills Corp,Black Hills
811,BBGI,Beasley Broadcast Group Inc,Beasley Broadcast Group
812,BNIX,Bannix Acquisition Corp,Bannix Acquisition
813,BFLY,Butterfly Network Inc,Butterfly Network
814,BTOG,Bit Origin Ltd,Bit Origin
815,BSET,Bassett Furniture Industries Inc,Bassett Furniture Industries
816,BJDX,Bluejay Diagnostics Inc,Bluejay Diagnostics
817,BN,Brookfield Corp,Brookfield
818,BALY,Bally's Corp,Bally's
819,BENF,Beneficient,Beneficient
820,BFRG,"Bullfrog AI Holdings, Inc.","Bullfrog AI Holdings,."
821,BNED,Barnes & Noble Education Inc,Barnes & Noble Education
822,BROG,Brooge Energy Ltd,Brooge Energy
823,BNL,Broadstone Net Lease Inc,Broadstone Net Lease
824,BON,Bon Natural Life Ltd,Bon Natural Life
825,SKIN,Beauty Health Co,Beauty Health
826,BMBL,Bumble Inc,Bumble
827,BBIO,BridgeBio Pharma Inc,BridgeBio Pharma
828,BIGC,Bigcommerce Holdings Inc,Bigcommerce Holdings
829,BE,Bloom Energy Corp,Bloom Energy
830,BG,Bunge Global SA,Bunge Global
831,BCYC,Bicycle Therapeutics PLC,Bicycle Therapeutics
832,BWFG,Bankwell Financial Group Inc,Bankwell Financial Group
833,BFC,Bank First Corp,Bank First
834,BLNK,Blink Charging Co,Blink Charging
835,BGNE,Beigene Ltd,Beigene
836,BZFD,BuzzFeed Inc,BuzzFeed
837,BYSI,Beyondspring Inc,Beyondspring
838,BOLT,Bolt Biotherapeutics Inc,Bolt Biotherapeutics
839,BHRB,Burke & Herbert Bank & Trust Co,Burke & Herbert Bank & Trust
840,BKSY,Blacksky Technology Inc,Blacksky Technology
841,BIVI,BioVie Inc,BioVie
842,BCAB,Bioatla Inc,Bioatla
843,BRCC,BRC Inc,BRC
844,BZUN,Baozun Inc,Baozun
845,BSGM,BioSig Technologies Inc,BioSig Technologies
846,BBLG,Bone Biologics Corp,Bone Biologics
847,BBD,Banco Bradesco SA,Banco Bradesco
848,BHAT,Blue Hat Interactive Entertainment Technology,Blue Hat Interactive Entertainment Technology
849,BLDE,Blade Air Mobility Inc,Blade Air Mobility
850,DRUG,Bright Minds Biosciences Inc,Bright Minds Biosciences
851,BNTC,Benitec Biopharma Inc,Benitec Biopharma
852,BBVA,Banco Bilbao Vizcaya Argentaria SA,Banco Bilbao Vizcaya Argentaria
853,BMR,Beamr Imaging Ltd,Beamr Imaging
854,BSVN,Bank7 Corp,Bank7
855,BRSH,Bruush Oral Care Inc,Bruush Oral Care
856,BOSC,BOS Better Online Solutions Ltd,BOS Better Online Solutions
857,BREZ,Breeze Holdings Acquisition Corp,Breeze Holdings Acquisition
858,BLKB,Blackbaud Inc,Blackbaud
859,EAT,Brinker International Inc,Brinker International
860,BNRG,Brenmiller Energy Ltd,Brenmiller Energy
861,BC,Brunswick Corp,Brunswick
862,BGC,Bgc Group Inc,Bgc Group
863,BLZE,Backblaze Inc,Backblaze
864,BHFAN,Brighthouse Financial Inc,Brighthouse Financial
865,BBUC,Brookfield Business Corp,Brookfield Business
866,BNRE,Brookfield Reinsurance Ltd,Brookfield Reinsurance
867,BWB,Bridgewater Bancshares Inc,Bridgewater Bancshares
868,BFI,BurgerFi International Inc,BurgerFi International
869,BOWN,Bowen Acquisition Corp,Bowen Acquisition
870,BBSI,Barrett Business Services Inc,Barrett Business Services
871,BCRX,BioCryst Pharmaceuticals Inc,BioCryst Pharmaceuticals
872,BHFAP,Brighthouse Financial Inc,Brighthouse Financial
873,BCPC,Balchem Corp,Balchem
874,BIMI,BIMI Holdings Inc,BIMI Holdings
875,BRSP,Brightspire Capital Inc,Brightspire Capital
876,BF.B,Brown-Forman Corp,Brown-Forman
877,BFIN,BankFinancial Corp,BankFinancial
878,BFST,Business First Bancshares Inc,Business First Bancshares
879,BLK,BlackRock Inc,BlackRock
880,BNS,Bank of Nova Scotia,Bank of Nova Scotia
881,BIIB,Biogen Inc,Biogen
882,BAX,Baxter International Inc,Baxter International
883,BRBR,Bellring Brands Inc,Bellring Brands
884,BAM,BROOKFIELD ASSET MANAGEMENT LTD,BROOKFIELD ASSET MANAGEMENT LTD
885,BLIN,Bridgeline Digital Inc,Bridgeline Digital
886,BRZE,Braze Inc,Braze
887,BTDR,Bitdeer Technologies Group,Bitdeer Technologies Group
888,BKKT,Bakkt Holdings Inc,Bakkt Holdings
889,BAOS,Baosheng Media Group Holdings Ltd,Baosheng Media Group Holdings
890,BETR,Better Home & Finance Holding Co,Better Home & Finance Holding
891,BCSA,Blockchain Coinvestors Acquisition Corp I,Blockchaininvestors Acquisition I
892,BHE,Benchmark Electronics Inc,Benchmark Electronics
893,BDX,Becton Dickinson and Co,Becton Dickinson and
894,BCML,BayCom Corp,BayCom
895,BIAF,bioAffinity Technologies Inc,bioAffinity Technologies
896,BLTE,Belite Bio Inc,Belite Bio
897,BTCS,BTCS Inc,BTCS
898,BRID,Bridgford Foods Corp,Bridgford Foods
899,BRO,Brown & Brown Inc,Brown & Brown
900,BK,Bank of New York Mellon Corp,Bank of New York Mellon
901,BFAC,Battery Future Acquisition Corp,Battery Future Acquisition
902,BJ,BJ's Wholesale Club Holdings Inc,BJ's Wholesale Club Holdings
903,OBDC,Blue Owl Capital Corp,Blue Owl Capital
904,BOOT,Boot Barn Holdings Inc,Boot Barn Holdings
905,BYNO,Bynordic Acquisition Corp,Bynordic Acquisition
906,BMA,Banco Macro SA,Banco Macro
907,BPT,BP Prudhoe Bay Royalty Trust,BP Prudhoe Bay Royalty Trust
908,BKR,Baker Hughes Co,Baker Hughes
909,BWA,Borgwarner Inc,Borgwarner
910,BSX,Boston Scientific Corp,Boston Scientific
911,BOWL,Bowlero Corp,Bowlero
912,BAND,Bandwidth Inc,Bandwidth
913,BXP,Boston Properties Inc,Boston Properties
914,BJRI,BJ's Restaurants Inc,BJ's Restaurants
915,BORR,Borr Drilling Ltd,Borr Drilling
916,BTCM,BIT Mining Ltd,BIT Mining
917,BTSGU,Brightspring Health Services Inc,Brightspring Health Services
918,BLDP,Ballard Power Systems Inc,Ballard Power Systems
919,BUR,Burford Capital Ltd,Burford Capital
920,BDSX,Biodesix Inc,Biodesix
921,BILI,Bilibili Inc,Bilibili
922,BEEM,Beam Global,Beam Global
923,BLND,Blend Labs Inc,Blend Labs
924,BMRA,Biomerica Inc,Biomerica
925,BTSG,Brightspring Health Services Inc,Brightspring Health Services
926,BDTX,Black Diamond Therapeutics Inc,Black Diamond Therapeutics
927,BPMC,Blueprint Medicines Corp,Blueprint Medicines
928,BLRX,BioLine RX Ltd,BioLine RX
929,BSFC,Blue Star Foods Corp,Blue Star Foods
930,BMO,Bank of Montreal,Bank of Montreal
931,BRNS,Barinthus Biotherapeutics PLC,Barinthus Biotherapeutics
932,BMI,Badger Meter Inc,Badger Meter
933,BSBR,Banco Santander Brasil SA,Banco Santander Brasil
934,BY,Byline Bancorp Inc,Byline Bancorp
935,BNGO,Bionano Genomics Inc,Bionano Genomics
936,BLUE,bluebird bio Inc,bluebird bio
937,BRLT,Brilliant Earth Group Inc,Brilliant Earth Group
938,BCH,Banco de Chile,Banco de Chile
939,BANR,Banner Corp,Banner
940,BVFL,BV Financial Inc,BV Financial
941,BCS,Barclays PLC,Barclays
942,BIG,Big Lots Inc,Big Lots
943,BAYAU,Bayview Acquisition Corp,Bayview Acquisition
944,BHF,Brighthouse Financial Inc,Brighthouse Financial
945,BCTX,Briacell Therapeutics Corp,Briacell Therapeutics
946,BUJA,Bukit Jalil Global Acquisition 1 Ltd,Bukit Jalil Global Acquisition 1
947,BREA,Brera Holdings PLC,Brera Holdings
948,BNZI,Banzai International Inc,Banzai International
949,BX,Blackstone Inc,Blackstone
950,BTCT,BTC Digital Ltd,BTC Digital
951,RENEU,Cartesian Growth Corporation II,Cartesian Growthoration II
